order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds,distance,delivery_duration,traffic_level,weather_condition,predicted_risk,risk_probability
3435025,31,Jilin,949,126.58867,43.83795,34231,14,09-15 09:56:00,09-15 09:56:00,126.56603,43.87117,09-15 11:28:00,09-15 11:28:00,126.58624,43.83809,915,4.019463965336797,92.0,4,2,High,0.93
443957,31,Jilin,949,126.58676,43.84044,34231,14,08-30 08:39:00,08-30 08:39:00,126.56611,43.87094,08-30 11:02:00,08-30 11:02:00,126.5861,43.84047,830,3.748109507891578,143.0,3,2,High,0.89
3311065,31,Jilin,949,126.58757,43.83953,34231,14,08-16 07:37:00,08-16 07:37:00,126.5661,43.87101,08-16 09:21:00,08-16 09:21:00,126.58671,43.83943,816,3.8809533471607858,104.0,5,2,High,0.98
2354683,31,Jilin,949,126.58673,43.84036,34231,14,09-14 07:58:00,09-14 07:58:00,126.56604,43.87118,09-14 10:45:00,09-14 10:45:00,126.58612,43.84013,914,3.809552814030954,167.0,4,2,High,0.94
503554,31,Jilin,949,126.58767,43.83966,34231,14,05-21 08:52:00,05-21 08:52:00,126.56601,43.8712,05-21 12:11:00,05-21 12:11:00,126.58646,43.83909,521,3.9289864873374376,199.0,1,2,Medium,0.92
3796607,31,Jilin,949,126.58644,43.83787,34231,14,06-30 09:14:00,06-30 09:14:00,126.56611,43.87102,06-30 12:23:00,06-30 12:23:00,126.58656,43.83809,630,4.012033321265994,189.0,4,0,Medium,0.91
257089,31,Jilin,949,126.58791,43.83809,34231,14,06-11 15:11:00,06-11 15:11:00,126.5661,43.8711,06-11 17:43:00,06-11 17:43:00,126.59235,43.84042,611,4.008497764279153,152.0,2,1,Medium,0.89
4199245,31,Jilin,949,126.58833,43.83871,34231,14,06-19 13:51:00,06-19 13:51:00,126.56599,43.87077,06-19 15:19:00,06-19 15:19:00,126.58815,43.83857,619,3.9971234750397113,88.0,4,1,Medium,0.96
490946,31,Jilin,949,126.58861,43.83785,34231,14,09-05 08:56:00,09-05 08:56:00,126.566,43.87087,09-05 12:14:00,09-05 12:14:00,126.58621,43.838,905,3.9981080789422276,198.0,3,0,Low,0.84
2759726,31,Jilin,1558,126.58782,43.83894,34231,14,10-14 07:50:00,10-14 07:50:00,126.56613,43.87108,10-14 14:07:00,10-14 14:07:00,126.56617,43.8708,1014,0.031299252782510674,377.0,3,0,Low,0.83
2731571,31,Jilin,435,126.55723,43.86107,34404,14,06-28 08:54:00,06-28 08:54:00,126.56602,43.87096,06-28 12:23:00,06-28 12:23:00,126.55726,43.86102,628,1.3095099849131,209.0,5,0,Medium,0.97
2058801,31,Jilin,435,126.55673,43.86088,34404,14,07-26 08:00:00,07-26 08:00:00,126.56602,43.87111,07-26 11:15:00,07-26 11:15:00,126.55684,43.86099,726,1.3445761736013737,195.0,5,2,High,0.96
3566347,31,Jilin,435,126.55715,43.86091,34404,14,09-14 07:54:00,09-14 07:54:00,126.56628,43.87074,09-14 13:01:00,09-14 13:01:00,126.55692,43.86312,914,1.1317944795229544,307.0,5,2,High,0.96
311688,31,Jilin,435,126.55728,43.86108,34404,14,07-28 07:57:00,07-28 07:57:00,126.56609,43.871,07-28 11:43:00,07-28 11:43:00,126.55745,43.86099,728,1.3109782242052592,226.0,1,1,Low,0.71
2129838,31,Jilin,435,126.55723,43.86107,34404,14,06-29 09:05:00,06-29 09:05:00,126.56602,43.87091,06-29 12:31:00,06-29 12:31:00,126.55198,43.85774,629,1.847027309572829,206.0,5,0,Medium,0.98
1021494,31,Jilin,435,126.55712,43.86104,34404,14,08-27 08:59:00,08-27 08:59:00,126.56612,43.8707,08-27 14:29:00,08-27 14:29:00,126.55685,43.86334,827,1.1054524252426894,330.0,1,1,Low,0.71
1111549,31,Jilin,435,126.55677,43.86322,34404,14,08-20 07:57:00,08-20 07:57:00,126.56619,43.87073,08-20 13:08:00,08-20 13:08:00,126.55375,43.86373,820,1.2650619416053335,311.0,5,1,High,0.83
2493387,31,Jilin,435,126.55707,43.86109,34404,14,09-26 08:40:00,09-26 08:40:00,126.56614,43.87113,09-26 12:40:00,09-26 12:40:00,126.54935,43.86192,926,1.6913021237385466,240.0,1,2,Medium,0.91
888968,31,Jilin,435,126.55692,43.8631,34404,14,08-30 09:19:00,08-30 09:19:00,126.56617,43.87074,08-30 13:44:00,08-30 13:44:00,126.55735,43.86301,830,1.1129894554261326,265.0,4,2,High,0.93
1548102,31,Jilin,435,126.55692,43.86305,34404,14,09-02 07:46:00,09-02 07:46:00,126.56616,43.87076,09-02 12:53:00,09-02 12:53:00,126.55506,43.85995,902,1.4955631852629552,307.0,4,1,Medium,0.76
3249755,31,Jilin,435,126.55711,43.86096,34404,14,07-13 07:37:00,07-13 07:37:00,126.56602,43.87084,07-13 12:20:00,07-13 12:20:00,126.56636,43.87074,713,0.029435736565601684,283.0,3,2,High,0.86
2995782,31,Jilin,1558,126.55702,43.86101,34404,14,10-11 08:25:00,10-11 08:25:00,126.56606,43.87074,10-11 14:48:00,10-11 14:48:00,126.56637,43.87079,1011,0.025464252887672675,383.0,1,2,Medium,0.91
1196896,31,Jilin,435,126.56146,43.87179,34599,14,07-26 07:53:00,07-26 07:53:00,126.56629,43.87083,07-26 12:39:00,07-26 12:39:00,126.56123,43.87158,726,0.4140961003321569,286.0,2,2,Medium,0.94
3238004,31,Jilin,949,126.58697,43.85842,34720,1,06-14 13:34:00,06-14 13:34:00,126.56614,43.87131,06-14 13:35:00,06-14 13:35:00,126.5666,43.87083,614,0.0648723239367144,1.0,3,1,Medium,0.86
1079470,31,Jilin,949,126.58845,43.85852,34720,1,05-17 08:09:00,05-17 08:09:00,126.56596,43.87138,05-17 13:17:00,05-17 13:17:00,126.58971,43.85886,517,2.358673035038342,308.0,4,1,Medium,0.75
4290213,31,Jilin,949,126.58839,43.8588,34720,1,06-30 09:12:00,06-30 09:12:00,126.56611,43.87105,06-30 14:53:00,06-30 14:53:00,126.58831,43.85847,630,2.2636807737204108,341.0,1,1,Low,0.71
3311014,31,Jilin,949,126.58844,43.85887,34720,1,05-31 10:02:00,05-31 10:02:00,126.56606,43.87066,05-31 15:26:00,05-31 15:26:00,126.58835,43.85876,531,2.2235488246830353,324.0,5,0,Medium,0.98
1286127,31,Jilin,949,126.58846,43.85852,34720,1,08-15 07:56:00,08-15 07:56:00,126.56604,43.87096,08-15 12:09:00,08-15 12:09:00,126.5894,43.85924,815,2.2815541964258927,253.0,2,1,Medium,0.89
3126518,31,Jilin,949,126.58699,43.85836,34720,1,08-31 17:01:00,08-31 17:01:00,126.56593,43.87104,08-31 17:02:00,08-31 17:02:00,126.56602,43.87083,831,0.02444002173330865,1.0,4,2,High,0.96
788276,31,Jilin,949,126.58763,43.85845,34720,1,08-29 08:29:00,08-29 08:29:00,126.56628,43.87093,08-29 14:46:00,08-29 14:46:00,126.58742,43.85857,829,2.182005672058416,377.0,3,1,Medium,0.72
2396450,31,Jilin,949,126.58751,43.85872,34720,1,09-14 07:59:00,09-14 07:59:00,126.56615,43.87111,09-14 14:17:00,09-14 14:17:00,126.58721,43.85861,914,2.1868866393074837,378.0,1,0,Low,0.95
3685646,31,Jilin,949,126.5868,43.85843,34720,1,08-31 09:01:00,08-31 09:01:00,126.56606,43.87095,08-31 15:10:00,08-31 15:10:00,126.58726,43.85847,831,2.19415940926975,369.0,2,2,Medium,0.95
3091808,31,Jilin,949,126.58856,43.85848,34720,1,08-31 09:04:00,08-31 09:04:00,126.56619,43.87113,08-31 15:23:00,08-31 15:23:00,126.58938,43.85929,831,2.2780634553366954,379.0,1,1,Low,0.71
4267463,31,Jilin,949,126.58846,43.85852,34720,1,06-16 07:24:00,06-16 07:24:00,126.56609,43.87108,06-16 11:31:00,06-16 11:31:00,126.5897,43.85918,616,2.3094421637006874,247.0,5,1,High,0.83
112419,31,Jilin,949,126.58765,43.85881,34720,1,09-24 08:17:00,09-24 08:17:00,126.56606,43.87091,09-24 13:43:00,09-24 13:43:00,126.58686,43.86052,924,2.0286137297310076,326.0,3,2,High,0.88
490190,31,Jilin,949,126.58685,43.85842,34720,1,07-26 07:58:00,07-26 07:58:00,126.56614,43.87102,07-26 12:45:00,07-26 12:45:00,126.58612,43.86256,726,1.8575385314568984,287.0,1,1,Low,0.71
391731,31,Jilin,949,126.58704,43.85839,34720,1,05-30 14:49:00,05-30 14:49:00,126.56625,43.87114,05-30 18:59:00,05-30 18:59:00,126.5873,43.8581,530,2.2249299561895697,250.0,4,0,Medium,0.91
204107,31,Jilin,949,126.58842,43.85853,34720,1,09-23 07:50:00,09-23 07:50:00,126.56629,43.87111,09-23 12:54:00,09-23 12:54:00,126.59087,43.86276,923,2.178273139806166,304.0,3,2,High,0.88
3193855,31,Jilin,949,126.58762,43.85881,34720,1,08-26 08:51:00,08-26 08:51:00,126.56606,43.87098,08-26 13:13:00,08-26 13:13:00,126.58694,43.86108,826,2.0034336974490032,262.0,4,1,Medium,0.76
3703752,31,Jilin,949,126.58906,43.85897,34720,1,09-20 08:14:00,09-20 08:14:00,126.56611,43.87094,09-20 12:56:00,09-20 12:56:00,126.58927,43.85903,920,2.2806179176291628,282.0,1,2,Medium,0.93
522684,31,Jilin,949,126.58979,43.8589,34720,1,09-29 08:23:00,09-29 08:23:00,126.56627,43.87116,09-29 13:15:00,09-29 13:15:00,126.58866,43.85893,929,2.251955850686772,292.0,3,1,Medium,0.74
3652949,31,Jilin,949,126.58972,43.85836,34720,1,08-17 07:46:00,08-17 07:46:00,126.56609,43.87109,08-17 11:58:00,08-17 11:58:00,126.5894,43.85869,817,2.322350369513243,252.0,4,1,Medium,0.75
2052828,31,Jilin,949,126.5897,43.85882,34720,1,09-20 08:21:00,09-20 08:21:00,126.56612,43.87102,09-20 13:01:00,09-20 13:01:00,126.58738,43.85864,920,2.1908810513084545,280.0,5,2,High,0.96
3233961,31,Jilin,949,126.58974,43.85835,34720,1,09-21 09:10:00,09-21 09:10:00,126.56601,43.87095,09-21 13:52:00,09-21 13:52:00,126.58951,43.85859,921,2.332003734748111,282.0,5,1,High,0.83
2212636,31,Jilin,949,126.58753,43.85877,34720,1,05-28 13:48:00,05-28 13:48:00,126.56596,43.8707,05-28 17:02:00,05-28 17:02:00,126.58725,43.85857,528,2.175412756714398,194.0,1,1,Low,0.71
1831712,31,Jilin,949,126.58685,43.85841,34720,1,09-21 09:10:00,09-21 09:10:00,126.56603,43.871,09-21 13:35:00,09-21 13:35:00,126.58827,43.85739,921,2.33864739253976,265.0,3,2,High,0.87
3804868,31,Jilin,949,126.58849,43.85847,34720,1,08-04 08:08:00,08-04 08:08:00,126.56604,43.87108,08-04 12:05:00,08-04 12:05:00,126.58984,43.85909,804,2.327661236342949,237.0,2,1,Medium,0.89
3919999,31,Jilin,949,126.58788,43.85818,34720,1,09-27 08:02:00,09-27 08:02:00,126.56617,43.87114,09-27 12:57:00,09-27 12:57:00,126.58785,43.85832,927,2.247882586736551,295.0,3,1,Medium,0.74
812218,31,Jilin,949,126.58901,43.85891,34720,1,07-21 07:42:00,07-21 07:42:00,126.5661,43.8711,07-21 09:45:00,07-21 09:45:00,126.5868,43.86056,721,2.0316026412715353,123.0,5,2,High,0.96
1511553,31,Jilin,949,126.58971,43.8584,34720,1,08-28 08:48:00,08-28 08:48:00,126.5661,43.87115,08-28 13:29:00,08-28 13:29:00,126.58933,43.85847,828,2.335854984835206,281.0,4,0,Medium,0.91
4483627,31,Jilin,949,126.58972,43.85838,34720,1,09-12 08:26:00,09-12 08:26:00,126.56614,43.87098,09-12 14:52:00,09-12 14:52:00,126.58974,43.85853,912,2.3443811549514453,386.0,2,0,Low,0.91
3347470,31,Jilin,949,126.58988,43.85833,34720,1,09-22 07:55:00,09-22 07:55:00,126.56615,43.87095,09-22 11:31:00,09-22 11:31:00,126.58947,43.85828,922,2.3409470743927354,216.0,1,0,Low,0.95
4188690,31,Jilin,949,126.5898,43.8584,34720,1,07-14 08:08:00,07-14 08:08:00,126.56623,43.87094,07-14 13:49:00,07-14 13:49:00,126.59339,43.85912,714,2.5433120457978604,341.0,2,0,Low,0.91
1751864,31,Jilin,949,126.58855,43.85846,34720,1,09-04 08:39:00,09-04 08:39:00,126.56611,43.87106,09-04 15:24:00,09-04 15:24:00,126.58865,43.85967,904,2.2066415927785874,405.0,1,0,Low,0.95
1207862,31,Jilin,949,126.58763,43.85899,34720,1,09-01 08:59:00,09-01 08:59:00,126.566,43.87092,09-01 14:27:00,09-01 14:27:00,126.58687,43.86103,901,2.0021542546137407,328.0,2,0,Low,0.91
3752609,31,Jilin,949,126.58746,43.85864,34720,1,05-30 08:18:00,05-30 08:18:00,126.56601,43.87071,05-30 12:48:00,05-30 12:48:00,126.58741,43.85887,530,2.1625536621055064,270.0,1,2,Medium,0.92
1123897,31,Jilin,949,126.58682,43.85836,34720,1,09-02 07:46:00,09-02 07:46:00,126.56606,43.87118,09-02 12:53:00,09-02 12:53:00,126.58672,43.85786,902,2.2219432850560312,307.0,1,2,Medium,0.93
2792855,31,Jilin,949,126.58673,43.85854,34720,1,07-29 08:10:00,07-29 08:10:00,126.56614,43.87101,07-29 11:35:00,07-29 11:35:00,126.59358,43.86184,729,2.424607106893988,205.0,2,2,Medium,0.97
2995193,31,Jilin,949,126.58977,43.85845,34720,1,08-29 08:28:00,08-29 08:28:00,126.56621,43.87104,08-29 14:56:00,08-29 14:56:00,126.58946,43.85867,829,2.3165001193453656,388.0,2,1,Medium,0.89
1047331,31,Jilin,949,126.58842,43.85842,34720,1,08-19 08:04:00,08-19 08:04:00,126.56615,43.87101,08-19 13:13:00,08-19 13:13:00,126.58858,43.85954,819,2.2045626716754594,309.0,1,0,Low,0.95
3402808,31,Jilin,1558,126.58846,43.85843,34720,1,10-04 07:48:00,10-04 07:48:00,126.5661,43.87086,10-04 14:43:00,10-04 14:43:00,126.56639,43.87068,1004,0.030675913227053472,415.0,5,0,Medium,0.97
4156988,31,Jilin,4849,126.58176,43.83658,34738,10,09-09 08:30:00,09-09 08:30:00,126.56628,43.87106,09-09 16:10:00,09-09 16:10:00,126.57593,43.8424,909,3.2794294698063067,460.0,2,2,Medium,0.97
4474286,31,Jilin,4849,126.58172,43.83667,34738,10,08-30 08:50:00,08-30 08:50:00,126.56621,43.87097,08-30 14:06:00,08-30 14:06:00,126.58134,43.83705,830,3.9620396235811146,316.0,3,1,Medium,0.74
1250195,31,Jilin,4849,126.58168,43.83673,34738,10,09-26 07:39:00,09-26 07:39:00,126.56631,43.87106,09-26 13:55:00,09-26 13:55:00,126.58386,43.84649,926,3.0731255372617206,376.0,4,1,Medium,0.75
2672364,31,Jilin,4849,126.58178,43.83683,34738,10,06-08 09:33:00,06-08 09:33:00,126.56628,43.87113,06-08 14:08:00,06-08 14:08:00,126.5825,43.83708,608,4.003336962191584,275.0,1,2,Medium,0.92
690714,31,Jilin,4849,126.58177,43.83661,34738,10,09-28 08:31:00,09-28 08:31:00,126.56643,43.87103,09-28 13:42:00,09-28 13:42:00,126.58142,43.8372,928,3.949082177387859,311.0,1,0,Low,0.96
3775563,31,Jilin,435,126.56223,43.86325,34863,1,07-20 07:48:00,07-20 07:48:00,126.56609,43.87064,07-20 11:21:00,07-20 11:21:00,126.56289,43.86388,720,0.7942462403783053,213.0,4,1,Medium,0.76
696796,31,Jilin,435,126.56218,43.86396,34863,1,06-16 07:38:00,06-16 07:38:00,126.56606,43.87074,06-16 11:11:00,06-16 11:11:00,126.56271,43.86219,616,0.9879199414667695,213.0,5,0,Medium,0.97
108081,31,Jilin,435,126.5621,43.86328,34863,1,07-29 07:51:00,07-29 07:51:00,126.56599,43.8708,07-29 12:41:00,07-29 12:41:00,126.56183,43.86352,729,0.8755022311890255,290.0,4,1,Medium,0.76
337666,31,Jilin,435,126.56159,43.8639,34863,1,08-15 07:35:00,08-15 07:35:00,126.56609,43.87071,08-15 11:41:00,08-15 11:41:00,126.56129,43.86405,815,0.8345617036640735,246.0,2,0,Low,0.91
3917147,31,Jilin,435,126.56216,43.86388,34863,1,08-24 08:31:00,08-24 08:31:00,126.56615,43.87071,08-24 14:45:00,08-24 14:45:00,126.56471,43.86198,824,0.9775717489359209,374.0,4,1,Medium,0.76
4270524,31,Jilin,435,126.56154,43.86383,34863,1,05-31 09:51:00,05-31 09:51:00,126.56586,43.87071,05-31 12:54:00,05-31 12:54:00,126.56108,43.86204,531,1.0374257154590356,183.0,1,0,Low,0.95
1005839,31,Jilin,435,126.56315,43.86297,34863,1,06-29 09:25:00,06-29 09:25:00,126.56598,43.87081,06-29 11:19:00,06-29 11:19:00,126.56292,43.8631,629,0.8917182860439062,114.0,4,0,Medium,0.9
3238399,31,Jilin,435,126.56229,43.86323,34863,1,07-03 07:43:00,07-03 07:43:00,126.56618,43.87089,07-03 10:12:00,07-03 10:12:00,126.56232,43.86355,703,0.8728617547727057,149.0,3,0,Low,0.83
3797844,31,Jilin,435,126.56215,43.86339,34863,1,06-16 07:38:00,06-16 07:38:00,126.56601,43.87067,06-16 11:27:00,06-16 11:27:00,126.5639,43.85917,616,1.2898814080988088,229.0,2,2,Medium,0.94
2001945,31,Jilin,435,126.56118,43.86358,34863,1,09-28 08:31:00,09-28 08:31:00,126.56609,43.87083,09-28 12:32:00,09-28 12:32:00,126.56071,43.86376,928,0.8966832599272087,241.0,4,0,Medium,0.9
1103568,31,Jilin,435,126.56286,43.86339,34863,1,08-19 07:53:00,08-19 07:53:00,126.56613,43.87062,08-19 13:33:00,08-19 13:33:00,126.5636,43.8694,819,0.24399765300733073,340.0,1,0,Low,0.95
4294358,31,Jilin,435,126.56217,43.86329,34863,1,07-14 08:32:00,07-14 08:32:00,126.56598,43.87079,07-14 11:03:00,07-14 11:03:00,126.56256,43.86321,714,0.8863277160802665,151.0,2,1,Medium,0.86
4393120,31,Jilin,435,126.5634,43.8627,34863,1,08-06 07:52:00,08-06 07:52:00,126.56615,43.87056,08-06 13:24:00,08-06 13:24:00,126.56398,43.86305,806,0.8530010492885172,332.0,1,1,Low,0.71
3802332,31,Jilin,435,126.56145,43.8633,34863,1,05-30 08:45:00,05-30 08:45:00,126.56612,43.87073,05-30 11:14:00,05-30 11:14:00,126.56212,43.86354,530,0.8614010027628577,149.0,5,2,High,0.96
1884880,31,Jilin,435,126.56334,43.86266,34863,1,08-08 08:21:00,08-08 08:21:00,126.56601,43.87072,08-08 14:47:00,08-08 14:47:00,126.56319,43.86271,808,0.9189139176655391,386.0,3,1,Medium,0.71
1759236,31,Jilin,435,126.56209,43.86359,34863,1,07-25 08:02:00,07-25 08:02:00,126.56617,43.87077,07-25 11:15:00,07-25 11:15:00,126.56156,43.8639,725,0.8486072156280698,193.0,5,0,Medium,0.97
3428463,31,Jilin,435,126.56144,43.86337,34863,1,05-17 08:03:00,05-17 08:03:00,126.56615,43.87075,05-17 10:37:00,05-17 10:37:00,126.56253,43.86234,517,0.9791435961958038,154.0,3,2,High,0.86
1787440,31,Jilin,435,126.56216,43.86386,34863,1,08-03 08:03:00,08-03 08:03:00,126.56607,43.87084,08-03 13:30:00,08-03 13:30:00,126.5623,43.86404,803,0.8142879851085868,327.0,4,2,High,0.93
245268,31,Jilin,435,126.56224,43.8639,34863,1,09-23 07:47:00,09-23 07:47:00,126.56619,43.87066,09-23 12:03:00,09-23 12:03:00,126.5624,43.86423,923,0.7768603807828267,256.0,2,2,Medium,0.94
631202,31,Jilin,435,126.56226,43.86392,34863,1,07-30 08:28:00,07-30 08:28:00,126.5661,43.87071,07-30 13:55:00,07-30 13:55:00,126.56772,43.87086,730,0.13092746475786704,327.0,4,0,Medium,0.9
3868240,31,Jilin,435,126.56216,43.86335,34863,1,08-27 08:59:00,08-27 08:59:00,126.56602,43.8707,08-27 15:54:00,08-27 15:54:00,126.56612,43.87075,827,0.009755442535539404,415.0,3,0,Low,0.83
3037245,31,Jilin,435,126.56267,43.86305,34863,1,05-16 09:12:00,05-16 09:12:00,126.56615,43.87124,05-16 10:56:00,05-16 10:56:00,126.56217,43.86313,516,0.9565698557804551,104.0,3,1,Medium,0.71
4505343,31,Jilin,435,126.56159,43.8633,34863,1,09-28 08:31:00,09-28 08:31:00,126.56604,43.87089,09-28 12:37:00,09-28 12:37:00,126.56107,43.86355,928,0.9082269132477538,246.0,3,1,Medium,0.71
3538571,31,Jilin,435,126.56228,43.86332,34863,1,05-18 08:36:00,05-18 08:36:00,126.56602,43.87069,05-18 15:51:00,05-18 15:51:00,126.55219,43.85789,518,1.8041861341769352,435.0,1,1,Low,0.71
2721852,31,Jilin,435,126.56164,43.86397,34863,1,07-08 08:14:00,07-08 08:14:00,126.56634,43.87079,07-08 12:05:00,07-08 12:05:00,126.56054,43.86117,708,1.166381469979017,231.0,2,2,Medium,0.94
2837222,31,Jilin,435,126.55827,43.86027,34936,14,06-01 07:44:00,06-01 07:44:00,126.56603,43.87077,06-01 11:36:00,06-01 11:36:00,126.55668,43.86028,601,1.3865159806813396,232.0,4,0,Medium,0.9
3282451,31,Jilin,435,126.55915,43.85961,34936,14,05-17 07:56:00,05-17 07:56:00,126.56607,43.87076,05-17 11:17:00,05-17 11:17:00,126.55727,43.86114,517,1.2813822846961773,201.0,4,1,Medium,0.76
475775,31,Jilin,435,126.55945,43.85935,34936,14,08-21 07:52:00,08-21 07:52:00,126.56598,43.87071,08-21 11:51:00,08-21 11:51:00,126.55973,43.85963,821,1.3300286339126217,239.0,5,0,Medium,0.97
3586940,31,Jilin,435,126.55946,43.85947,34936,14,08-01 09:30:00,08-01 09:30:00,126.56284,43.86222,08-01 10:04:00,08-01 10:04:00,126.55898,43.85856,801,0.5112751201499459,34.0,3,2,High,0.89
2079230,31,Jilin,435,126.559,43.85869,34936,14,05-21 08:39:00,05-21 08:39:00,126.5661,43.87063,05-21 11:34:00,05-21 11:34:00,126.55915,43.85858,521,1.4511286411199837,175.0,3,0,Low,0.83
2913004,31,Jilin,435,126.55922,43.85834,34936,14,05-27 08:10:00,05-27 08:10:00,126.56611,43.87074,05-27 10:41:00,05-27 10:41:00,126.55901,43.85848,527,1.4773085173432192,151.0,3,0,Low,0.83
3591646,31,Jilin,435,126.55973,43.86008,34936,14,07-24 07:56:00,07-24 07:56:00,126.566,43.87062,07-24 13:03:00,07-24 13:03:00,126.56469,43.85926,724,1.2675326094217827,307.0,4,2,High,0.93
332190,31,Jilin,435,126.559,43.86046,34936,14,09-09 08:03:00,09-09 08:03:00,126.56629,43.87074,09-09 13:29:00,09-09 13:29:00,126.55885,43.8606,909,1.2755565114712195,326.0,5,1,High,0.83
1411066,31,Jilin,435,126.55884,43.86032,34936,14,07-25 07:53:00,07-25 07:53:00,126.56613,43.8707,07-25 11:52:00,07-25 11:52:00,126.55715,43.85862,725,1.5239957554203678,239.0,1,0,Low,0.95
1080989,31,Jilin,435,126.55794,43.86074,34936,14,07-16 07:55:00,07-16 07:55:00,126.56598,43.87102,07-16 12:44:00,07-16 12:44:00,126.55754,43.86108,716,1.2959329931509325,289.0,2,0,Low,0.91
3405050,31,Jilin,435,126.5594,43.86081,34936,14,09-10 08:16:00,09-10 08:16:00,126.56618,43.87063,09-10 15:50:00,09-10 15:50:00,126.55983,43.86125,910,1.160608454662551,454.0,1,2,Medium,0.91
1704523,31,Jilin,435,126.5584,43.85992,34936,14,07-04 07:58:00,07-04 07:58:00,126.56613,43.87074,07-04 11:36:00,07-04 11:36:00,126.55819,43.86013,704,1.340542147524253,218.0,4,0,Medium,0.9
444104,31,Jilin,435,126.55926,43.85968,34936,14,07-31 13:26:00,07-31 13:26:00,126.5663,43.87077,07-31 16:18:00,07-31 16:18:00,126.55932,43.86031,731,1.2907054488541438,172.0,3,0,Low,0.83
1027950,31,Jilin,435,126.55971,43.86065,34936,14,07-03 07:44:00,07-03 07:44:00,126.56612,43.8708,07-03 19:16:00,07-03 19:16:00,126.53325,43.88163,703,2.8968216645329647,692.0,2,0,Low,0.91
655472,31,Jilin,435,126.56029,43.85801,34936,14,07-16 07:53:00,07-16 07:53:00,126.56614,43.87066,07-16 12:07:00,07-16 12:07:00,126.55931,43.85833,716,1.4763303532090313,254.0,4,2,High,0.93
357265,31,Jilin,435,126.55984,43.85936,34936,14,08-06 08:16:00,08-06 08:16:00,126.56624,43.87066,08-06 13:19:00,08-06 13:19:00,126.56137,43.86174,806,1.065929961208051,303.0,4,0,Medium,0.9
2652405,31,Jilin,435,126.55914,43.85967,34936,14,05-19 08:21:00,05-19 08:21:00,126.56616,43.87101,05-19 12:23:00,05-19 12:23:00,126.55508,43.86152,519,1.3793186955348915,242.0,4,2,High,0.93
1494860,31,Jilin,435,126.5588,43.86084,34936,14,07-22 07:47:00,07-22 07:47:00,126.56609,43.87116,07-22 12:34:00,07-22 12:34:00,126.55723,43.87109,722,0.7102644576751639,287.0,2,1,Medium,0.86
1773712,31,Jilin,435,126.5582,43.86077,34936,14,08-03 08:08:00,08-03 08:08:00,126.56617,43.87075,08-03 13:08:00,08-03 13:08:00,126.55447,43.86068,803,1.4606764808786818,300.0,2,0,Low,0.91
965524,31,Jilin,435,126.55841,43.86001,34936,14,07-14 08:17:00,07-14 08:17:00,126.56617,43.8708,07-14 11:37:00,07-14 11:37:00,126.55539,43.86006,714,1.4741291984858929,200.0,5,2,High,0.96
2604468,31,Jilin,435,126.55883,43.85963,34936,14,08-20 07:53:00,08-20 07:53:00,126.56608,43.87067,08-20 15:15:00,08-20 15:15:00,126.55618,43.86499,820,1.0142756182488326,442.0,5,2,High,0.96
1852505,31,Jilin,435,126.55847,43.86108,34936,14,07-21 07:50:00,07-21 07:50:00,126.56602,43.8707,07-21 13:01:00,07-21 13:01:00,126.56286,43.85946,721,1.275247023005806,311.0,1,0,Low,0.95
219162,31,Jilin,435,126.55983,43.86007,34936,14,07-03 07:51:00,07-03 07:51:00,126.56614,43.8707,07-03 10:29:00,07-03 10:29:00,126.5601,43.86023,703,1.260893088119384,158.0,2,2,Medium,0.94
1222742,31,Jilin,435,126.55835,43.85999,34936,14,06-09 08:32:00,06-09 08:32:00,126.56605,43.87111,06-09 13:53:00,06-09 13:53:00,126.55783,43.86005,609,1.3952427345684562,321.0,2,1,Medium,0.86
3941095,31,Jilin,435,126.5585,43.86111,34936,14,07-23 07:52:00,07-23 07:52:00,126.56618,43.87082,07-23 10:50:00,07-23 10:50:00,126.55881,43.86127,723,1.2152118466844386,178.0,2,1,Medium,0.86
2425082,31,Jilin,435,126.558,43.86053,34936,14,07-26 07:55:00,07-26 07:55:00,126.56594,43.87084,07-26 11:21:00,07-26 11:21:00,126.55884,43.86135,726,1.1989601518519084,206.0,5,1,High,0.83
3209173,31,Jilin,435,126.55924,43.85969,34936,14,09-16 08:02:00,09-16 08:02:00,126.56629,43.87076,09-16 12:36:00,09-16 12:36:00,126.5599,43.85959,916,1.3435433938221535,274.0,4,1,Medium,0.76
1103410,31,Jilin,435,126.55872,43.86085,34936,14,08-10 14:39:00,08-10 14:39:00,126.55847,43.8615,08-10 14:44:00,08-10 14:44:00,126.5589,43.86111,810,0.05539959911216034,5.0,3,2,High,0.86
2171107,31,Jilin,435,126.56013,43.85797,34936,14,09-10 08:14:00,09-10 08:14:00,126.56607,43.87077,09-10 14:08:00,09-10 14:08:00,126.56049,43.8582,910,1.467562479798968,354.0,5,2,High,0.96
1223077,31,Jilin,435,126.55973,43.86072,34936,14,06-01 07:41:00,06-01 07:41:00,126.56596,43.87068,06-01 12:23:00,06-01 12:23:00,126.55193,43.85762,601,1.836855589272737,282.0,2,1,Medium,0.87
